Substance_SID,Compound_CID,Data_Source,External_ID,Synonyms,Last_Modified_Date,Deposit_Date,Data_Source_Category,LTKBID,Compound Name,Severity Class,Label Section,vDILIConcern,Version,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,SMILES,PUBCHEM_XLOGP3_AA,PUBCHEM_BONDANNOTATIONS,PUBCHEM_NONSTANDARDBOND
440790281,18283,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00144,stavudine,20210312,20210312,Curation Efforts|Governmental Organizations,LT00144,stavudine,8.0,Box warning,vMost-DILI-Concern,1.0,18283,1.0,388.0,4.0,2.0,2.0,AAADccBzOAAAAAAAAAAAAAAAAAAAAQAAAAAgAAAAAAAAAAAAAAAAHgAQCAAADBThgAYDAAPABgCIAiFWUACAAAAgAAAICAEIAEiBFAAAIQAOUAAIRyILIMIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"1-[(2R,5S)-5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methyl-pyrimidine-2,4-dione","1-[(2R,5S)-5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methylpyrimidine-2,4-dione","1-[(2<I>R</I>,5<I>S</I>)-5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methylpyrimidine-2,4-dione","1-[(2R,5S)-5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methylpyrimidine-2,4-dione","1-[(2R,5S)-5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methyl-pyrimidine-2,4-dione","5-methyl-1-[(2R,5S)-5-methylol-2,5-dihydrofuran-2-yl]pyrimidine-2,4-quinone","InChI=1S/C10H12N2O4/c1-6-4-12(10(15)11-9(6)14)8-3-2-7(5-13)16-8/h2-4,7-8,13H,5H2,1H3,(H,11,14,15)/t7-,8+/m0/s1",XNKLLVCARDGLGL-JGVFFNPUSA-N,-0.8,224.07970687,C10H12N2O4,224.21,78.9,224.07970687,0.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,,"12  14  8
14  15  8
5  12  8
5  13  8
7  5  6
6  13  8
6  15  8
8  11  6",
440790280,657298,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00136,propylthiouracil,20210312,20210312,Curation Efforts|Governmental Organizations,LT00136,propylthiouracil,8.0,Box warning,vMost-DILI-Concern,1.0,657298,1.0,222.0,2.0,2.0,2.0,AAADccBjIABAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAHgQQAAAACAiBgAADAALAAACMACVSUACAAAAgAgkACAAAAEiAAAAAgQAEAAAIkQIIAUIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,6-propyl-2-thioxo-1H-pyrimidin-4-one,6-propyl-2-sulfanylidene-1H-pyrimidin-4-one,6-propyl-2-sulfanylidene-1<I>H</I>-pyrimidin-4-one,6-propyl-2-sulfanylidene-1H-pyrimidin-4-one,6-propyl-2-sulfanylidene-1H-pyrimidin-4-one,6-propyl-2-thioxo-1H-pyrimidin-4-one,"InChI=1S/C7H10N2OS/c1-2-3-5-4-6(10)9-7(11)8-5/h4H,2-3H2,1H3,(H2,8,9,10,11)",KNAHARQHSZJURB-UHFFFAOYSA-N,,170.05138412,C7H10N2OS,170.23,73.2,170.05138412,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CCCc1cc(=O)[nH]c(=S)[nH]1,0.8,"3  10  8
3  6  8
4  10  8
4  11  8
6  8  8
8  11  8",
440790279,439693,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01651,pentostatin,20231222,20210312,Curation Efforts|Governmental Organizations,LT01651,pentostatin,3.0,Box warning,vMost-DILI-Concern,2.0,439693,1.0,356.0,6.0,4.0,2.0,AAADceBzuAAAAAAAAAAAAAAAAAAAAWJAAAAAAAAABAAAAACBgAAAHgAQCAAACBzhlgYFsBfMFgCgAQZhZAQAgC0xEKABUIA4WAiDfAJAyAEeQAAPAALTUCCwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"(8R)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-8-ol","(8R)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)-2-oxolanyl]-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-8-ol","(8<I>R</I>)-3-[(2<I>R</I>,4<I>S</I>,5<I>R</I>)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-7,8-dihydro-4<I>H</I>-imidazo[4,5-d][1,3]diazepin-8-ol","(8R)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-8-ol","(8R)-3-[(2R,4S,5R)-5-(hydroxymethyl)-4-oxidanyl-oxolan-2-yl]-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-8-ol","(8R)-3-[(2R,4S,5R)-4-hydroxy-5-methylol-tetrahydrofuran-2-yl]-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-8-ol","InChI=1S/C11H16N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-9,16-18H,1-3H2,(H,12,13)/t6-,7+,8+,9+/m0/s1",FPVKHBSQESCIEP-JQCXWYLXSA-N,-2.1,268.117155,C11H16N4O4,268.27,112.0,268.117155,0.0,19.0,4.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O,,"12  13  5
14  15  8
11  2  6
17  4  5
5  14  8
5  16  8
9  5  5
6  15  8
6  16  8",
440790278,10113978,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00672,Pazopanib,20231222,20210312,Curation Efforts|Governmental Organizations,LT00672,pazopanib,8.0,Box warning,vMost-DILI-Concern,1.0,10113978,1.0,717.0,8.0,2.0,5.0,AAADceB7sABAAAAAAAAAAAAAAAAAAWAAAAA8YIAAAAAAAFgB/AAAHAQYQAAADAjBXgQ/8ffIEAKiAzZnZHDShDkxgqAZ2Dg4ZJiIKOLA2dGEpAxomALIyCcQgIAOCAAAACQGAAAQAAAASAwAAAAAAAAAAA==,"5-[[4-[(2,3-dimethylindazol-6-yl)-methyl-amino]pyrimidin-2-yl]amino]-2-methyl-benzenesulfonamide","5-[[4-[(2,3-dimethyl-6-indazolyl)-methylamino]-2-pyrimidinyl]amino]-2-methylbenzenesulfonamide","5-[[4-[(2,3-dimethylindazol-6-yl)-methylamino]pyrimidin-2-yl]amino]-2-methylbenzenesulfonamide","5-[[4-[(2,3-dimethylindazol-6-yl)-methylamino]pyrimidin-2-yl]amino]-2-methylbenzenesulfonamide","5-[[4-[(2,3-dimethylindazol-6-yl)-methyl-amino]pyrimidin-2-yl]amino]-2-methyl-benzenesulfonamide","5-[[4-[(2,3-dimethylindazol-6-yl)-methyl-amino]pyrimidin-2-yl]amino]-2-methyl-benzenesulfonamide","InChI=1S/C21H23N7O2S/c1-13-5-6-15(11-19(13)31(22,29)30)24-21-23-10-9-20(25-21)27(3)16-7-8-17-14(2)28(4)26-18(17)12-16/h5-12H,1-4H3,(H2,22,29,30)(H,23,24,25)",CUIHSIWYWATEQL-UHFFFAOYSA-N,,437.16339418,C21H23N7O2S,437.5,127.0,437.16339418,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,3.1,"11  12  8
11  13  8
11  16  8
12  15  8
14  15  8
14  17  8
16  17  8
19  29  8
20  22  8
20  25  8
22  26  8
23  25  8
23  27  8
26  27  8
29  31  8
4  13  8
4  6  8
6  12  8
8  19  8
8  28  8
9  28  8
9  31  8",
440790277,5281034,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00235,oxymetholone,20231222,20210312,Curation Efforts|Governmental Organizations,LT00235,oxymetholone,7.0,Box warning,vMost-DILI-Concern,1.0,5281034,1.0,596.0,3.0,2.0,0.0,AAADcfB4MAAAAAAAAAAAAAAAAAAAAYAAAAAwYMAAAAAAAGDAAAAAGgAACAAAD0SggAICAAAAAgCIAoBSAAAAAAAgIAAAAAEAAEgAEBIAAQAAQAAEgAAAAIGIyPCPgAAAAAAAAACAAAQAACAAAYAADAAAAA==,"(2Z,5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-2-(hydroxymethylene)-10,13,17-trimethyl-1,4,5,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one","(2Z,5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-2-(hydroxymethylidene)-10,13,17-trimethyl-1,4,5,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one","(2<I>Z</I>,5<I>S</I>,8<I>R</I>,9<I>S</I>,10<I>S</I>,13<I>S</I>,14<I>S</I>,17<I>S</I>)-17-hydroxy-2-(hydroxymethylidene)-10,13,17-trimethyl-1,4,5,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one","(2Z,5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-2-(hydroxymethylidene)-10,13,17-trimethyl-1,4,5,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one","(2Z,5S,8R,9S,10S,13S,14S,17S)-10,13,17-trimethyl-17-oxidanyl-2-(oxidanylmethylidene)-1,4,5,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one","(2Z,5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-2-(hydroxymethylene)-10,13,17-trimethyl-1,4,5,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one","InChI=1S/C21H32O3/c1-19-11-13(12-22)18(23)10-14(19)4-5-15-16(19)6-8-20(2)17(15)7-9-21(20,3)24/h12,14-17,22,24H,4-11H2,1-3H3/b13-12-/t14-,15+,16-,17-,19-,20-,21-/m0/s1",ICMWWNHDUZJFDW-DHODBPELSA-N,,332.23514488,C21H32O3,332.5,57.5,332.23514488,0.0,24.0,7.0,0.0,1.0,0.0,0.0,1.0,-1.0,"1
5
255",C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,4.4,"9  1  5
12  32  6
4  25  6
5  17  5
6  26  5
7  27  6
8  19  5",
440790276,5878,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00845,OXANDROLONE,20231222,20210312,Curation Efforts|Governmental Organizations,LT00845,oxandrolone,8.0,Box warning,vMost-DILI-Concern,1.0,5878,1.0,503.0,3.0,1.0,0.0,AAADceB4MAAAAAAAAAAAAAAAAAAAAYAAAAA0YIAAAAAAAGDQAAAAGgAACAAAD0SggAICCAAABgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAACQAAEAAAAAAGIzPCPgAAAAAAAAACAAAQAACAAAYAADAAAAA==,"(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one","(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h][2]benzopyran-7-one","(1<I>S</I>,3<I>a</I><I>S</I>,3<I>b</I><I>R</I>,5<I>a</I><I>S</I>,9<I>a</I><I>S</I>,9<I>b</I><I>S</I>,11<I>a</I><I>S</I>)-1-hydroxy-1,9<I>a</I>,11<I>a</I>-trimethyl-2,3,3<I>a</I>,3<I>b</I>,4,5,5<I>a</I>,6,9,9<I>b</I>,10,11-dodecahydroindeno[4,5-h]isochromen-7-one","(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one","(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1,9a,11a-trimethyl-1-oxidanyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one","(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroinden[4,5-h]isochromen-7-one","InChI=1S/C19H30O3/c1-17-11-22-16(20)10-12(17)4-5-13-14(17)6-8-18(2)15(13)7-9-19(18,3)21/h12-15,21H,4-11H2,1-3H3/t12-,13+,14-,15-,17-,18-,19-/m0/s1",QSLJIVKCVHQPLV-PEMPUTJUSA-N,,306.21949481,C19H30O3,306.4,46.5,306.21949481,0.0,22.0,7.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,3.7,"9  1  5
13  32  6
4  23  6
5  17  5
6  24  5
7  25  6
8  19  5",
440790275,4463,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00260,nevirapine,20210312,20210312,Curation Efforts|Governmental Organizations,LT00260,nevirapine,8.0,Box warning,vMost-DILI-Concern,1.0,4463,1.0,397.0,4.0,1.0,1.0,AAADccBzoAAAAAAAAAAAAAAAGAAAAAAAAAAsWAAABYAAAAAB4AAAHgAQAAAADCjBmgQ/8JPIEACoAjd3dACCgCk1EiAJ2CE4dNiIYPrA3ZGUIYhohALIyeYYAQAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,12,14-hexaen-10-one","2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,12,14-hexaen-10-one","2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.0<SUP>3,8</SUP>]pentadeca-1(11),3,5,7,12,14-hexaen-10-one","2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,12,14-hexaen-10-one","2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,12,14-hexaen-10-one","2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,12,14-hexaen-10-one","InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",NQDJXKOVJZTUJA-UHFFFAOYSA-N,,266.11676108,C15H14N4O,266.3,58.1,266.11676108,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,2.0,"10  12  8
11  13  8
12  15  8
13  16  8
15  20  8
16  17  8
18  20  8
4  17  8
4  9  8
5  10  8
5  18  8
9  11  8",
440790274,4449,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00124,nefazodone,20250421,20210312,Curation Efforts|Governmental Organizations,LT00124,nefazodone,8.0,Box warning,vMost-DILI-Concern,1.0,4449,1.0,649.0,5.0,0.0,10.0,AAADcfB7sAAEAAAAAAAAAAAAAAAAAQAAAAA8YIAAAAAAAAABQAAAHgIIAAAACA7hkCYzxoMABACoACZicACSCAAhJwAfiAA+boiOZiLF+5uXOCjszhPY6AeQQAAAAAAAAAIAAAAAAAAABAAAAAAAAAAAAA==,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one","2-[3-[4-(3-chlorophenyl)-1-piperazinyl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one","2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one","2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one","2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one","2-[3-[4-(3-chlorophenyl)piperazino]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one","InChI=1S/C25H32ClN5O2/c1-2-24-27-31(25(32)30(24)18-19-33-23-10-4-3-5-11-23)13-7-12-28-14-16-29(17-15-28)22-9-6-8-21(26)20-22/h3-6,8-11,20H,2,7,12-19H2,1H3",VRBKIVRKKCLPHA-UHFFFAOYSA-N,,469.224453,C25H32ClN5O2,470.0,51.6,469.224453,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,4.3,"16  19  8
16  20  8
19  23  8
20  24  8
23  26  8
24  26  8
28  29  8
28  30  8
29  31  8
30  32  8
31  33  8
32  33  8
6  17  8
6  8  8
7  17  8
7  18  8
8  18  8",
440790273,4178,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01553,Mexiletine,20210312,20210312,Curation Efforts|Governmental Organizations,LT01553,mexiletine,3.0,Box warning,vMost-DILI-Concern,1.0,4178,1.0,139.0,2.0,1.0,3.0,AAADceByIAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQAAAADCzhmAYyBoBABACAAiBCAAACCAAgIAAIiIAECIgOJiKEMRqDOCCk0BEIqAeAwGAOAAACAAAIAAAAAAQAABAAAAAAAAAAAA==,"1-(2,6-dimethylphenoxy)propan-2-amine","1-(2,6-dimethylphenoxy)-2-propanamine","1-(2,6-dimethylphenoxy)propan-2-amine","1-(2,6-dimethylphenoxy)propan-2-amine","1-(2,6-dimethylphenoxy)propan-2-amine","[2-(2,6-dimethylphenoxy)-1-methyl-ethyl]amine","InChI=1S/C11H17NO/c1-8-5-4-6-9(2)11(8)13-7-10(3)12/h4-6,10H,7,12H2,1-3H3",VLPIATFUUWWMKC-UHFFFAOYSA-N,2.1,179.131014166,C11H17NO,179.26,35.3,179.131014166,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1cccc(C)c1OCC(C)N,,"10  11  8
3  14  3
5  6  8
5  7  8
6  9  8
7  10  8
9  11  8",
440790272,126941,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00026,methotrexate,20231222,20210312,Curation Efforts|Governmental Organizations,LT00026,methotrexate,3.0,Box warning,vMost-DILI-Concern,1.0,126941,1.0,704.0,12.0,5.0,9.0,AAADceB7+AAAAAAAAAAAAAAAAAAAAAAAAAA8WIAAAAAAAACx/AAAHgAQCAAADCjBnwQ/+L/IEgCoAzf3fACCgC01EqAJ2KG4dNiKaHLA3fGUZQhslgLYyae8rwCeCAAAAAAAAAAQAAAAAAAAAAAAAAAAAA==,"(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methyl-amino]benzoyl]amino]pentanedioic acid","(2S)-2-[[[4-[(2,4-diamino-6-pteridinyl)methyl-methylamino]phenyl]-oxomethyl]amino]pentanedioic acid","(2<I>S</I>)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid","(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid","(2S)-2-[[4-[[2,4-bis(azanyl)pteridin-6-yl]methyl-methyl-amino]phenyl]carbonylamino]pentanedioic acid","(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methyl-amino]benzoyl]amino]glutaric acid","InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1",FBOZXECLQNJBKD-ZDUSSCGKSA-N,-1.8,454.17131583,C20H22N8O5,454.4,211.0,454.17131583,0.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,"10  31  8
10  33  8
11  32  8
11  33  8
16  21  8
16  22  8
19  24  8
19  25  8
21  24  8
22  25  8
26  29  8
30  31  8
30  32  8
14  7  6
8  26  8
8  30  8
9  29  8
9  31  8",
440790271,3899,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00113,leflunomide,20250421,20210312,Curation Efforts|Governmental Organizations,LT00113,leflunomide,8.0,Box warning,vMost-DILI-Concern,1.0,3899,1.0,327.0,6.0,1.0,2.0,AAADccBzMYAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABwAAAHwAUAAAADAzBmhQ+xJLQAACpArV3UgCCAAAlIgAomCEkbNoIJD7I0ZGEIchitAjIyccQgAAOCAAAAAAAAAAQAAAAAAAAAAAAAAAAAA==,5-methyl-N-[4-(trifluoromethyl)phenyl]isoxazole-4-carboxamide,5-methyl-N-[4-(trifluoromethyl)phenyl]-4-isoxazolecarboxamide,"5-methyl-<I>N</I>-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide","5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide","5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide",5-methyl-N-[4-(trifluoromethyl)phenyl]isoxazole-4-carboxamide,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)",VHOGYURTWQBHIL-UHFFFAOYSA-N,,270.06161202,C12H9F3N2O2,270.21,55.1,270.06161202,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,2.5,"10  16  8
10  18  8
11  13  8
12  14  8
4  16  8
4  7  8
7  18  8
8  11  8
8  12  8
9  13  8
9  14  8",
440790270,208908,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT02204,Lapatinib,20231222,20210312,Curation Efforts|Governmental Organizations,LT02204,lapatinib,8.0,Box warning,vMost-DILI-Concern,1.0,208908,1.0,898.0,9.0,2.0,11.0,AAADceB7uQBEAAAAAAAAAAAAAAAAASAAAAA8YMEAAAAAAACx/AAAHwYQAAAADA7l3i639vbIFEqoA6ZzZHDCiCk1J/AJ2KG+b9iOLvPF//uHPSjs0BPY6ae42fOeCEACAAICCAAQgAQABAQQAAAAAAAAAA==,N-[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]-6-[5-[(2-methylsulfonylethylamino)methyl]-2-furyl]quinazolin-4-amine,N-[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]-6-[5-[(2-methylsulfonylethylamino)methyl]-2-furanyl]-4-quinazolinamine,<I>N</I>-[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]-6-[5-[(2-methylsulfonylethylamino)methyl]furan-2-yl]quinazolin-4-amine,N-[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]-6-[5-[(2-methylsulfonylethylamino)methyl]furan-2-yl]quinazolin-4-amine,N-[3-chloranyl-4-[(3-fluorophenyl)methoxy]phenyl]-6-[5-[(2-methylsulfonylethylamino)methyl]furan-2-yl]quinazolin-4-amine,[5-[4-[3-chloro-4-(3-fluorobenzyl)oxy-anilino]quinazolin-6-yl]-2-furyl]methyl-(2-mesylethyl)amine,"InChI=1S/C29H26ClFN4O4S/c1-40(36,37)12-11-32-16-23-7-10-27(39-23)20-5-8-26-24(14-20)29(34-18-33-26)35-22-6-9-28(25(30)15-22)38-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,32H,11-12,16-17H2,1H3,(H,33,34,35)",BCFGMOOMADDAQU-UHFFFAOYSA-N,,580.1347324,C29H26ClFN4O4S,581.1,115.0,580.1347324,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,5.1,"10  22  8
10  28  8
11  24  8
11  28  8
15  20  8
16  19  8
16  23  8
17  21  8
18  19  8
18  22  8
18  24  8
20  21  8
22  26  8
23  26  8
27  29  8
27  30  8
29  32  8
30  33  8
31  32  8
31  33  8
35  36  8
35  37  8
36  38  8
37  39  8
38  40  8
39  40  8
4  15  8
4  17  8",
